Part Number,Hang,Skid,Revision Number
SULL-02250150-238,False,"",00
SULL-02250150-242,False,"",00
SULL-02250150-244,False,"",02
SULL-02250150-255,False,"",00
SULL-02250150-256,False,"",00
SULL-02250150-259,False,"",02
SULL-02250150-260,False,"",02
SULL-02250150-426,False,"",00
SULL-02250151-316,False,"",04
SULL-02250151-317,False,"",00
SULL-02250151-318,False,"",00
SULL-02250151-319,False,"",00
SULL-02250151-320,False,"",00
SULL-02250151-338,False,"",04
SULL-02250151-339,False,"",03
SULL-02250151-340,False,"",03
SULL-02250151-348,False,"",04
SULL-02250151-349,False,"",00
SULL-02250151-350,False,"",00
SULL-02250151-351,False,"",00
SULL-02250151-352,False,"",00
SULL-02250151-398,False,"",01
SULL-02250151-400,False,"",00
SULL-02250151-401,False,"",00
SULL-02250151-402,False,"",04
SULL-02250151-403,False,"",00
SULL-02250151-404,False,"",00
SULL-02250151-405,False,"",00
SULL-02250151-406,False,"",00
SULL-02250151-407,False,"",04
SULL-02250151-408,False,"",00
SULL-02250151-409,False,"",00
SULL-02250151-410,False,"",00
SULL-02250151-411,False,"",00
SULL-02250152-334,"","",04
SULL-02250152-335,"","",01
SULL-02250152-336,False,"",04
SULL-02250153-634,False,"",02
SULL-02250153-635,False,"",00
SULL-02250153-639,False,"",00
SULL-02250153-887,False,"",00
SULL-02250153-952,False,"",04
SULL-02250153-953,False,"",01
SULL-02250154-721,False,"",04
SULL-02250155-825,"","",04
SULL-02250156-122,False,"",01
SULL-02250156-138,False,"",01
SULL-02250156-382,False,"",07
SULL-02250156-393,False,"",02
SULL-02250157-075,False,"",02
SULL-02250157-206,False,"",02
SULL-02250157-350,False,False,03
SULL-02250160-372,False,"",05
SULL-02250160-373,False,"",07
SULL-02250160-374,"","",05
SULL-02250160-375,"","",04
SULL-02250160-378,"","",04
SULL-02250160-379,False,"",10
SULL-02250160-452,False,"",01
SULL-02250160-536,False,"",13
SULL-02250160-543,False,"",03
SULL-02250161-125,False,"",01
SULL-02250161-126,False,"",01
SULL-02250161-970,False,"",01
SULL-02250162-651,False,"",02
SULL-02250162-711,False,"",02
SULL-02250162-845,False,"",05
SULL-02250163-805,"","",04
SULL-02250163-806,"",False,03
SULL-02250163-807,"","",04
SULL-02250163-809,"","",03
SULL-02250163-810,"",False,02
SULL-02250163-811,"","",03
SULL-02250163-961,False,"",01
SULL-02250164-026,False,"",04
SULL-02250164-160,False,"",03
SULL-02250164-161,False,"",03
SULL-02250164-386,False,False,06
SULL-02250164-456,"","",01
SULL-02250164-459,False,False,06
SULL-02250164-515,False,"",06
SULL-02250164-516,False,"",04
SULL-02250164-517,False,"",04
SULL-02250164-518,False,"",04
SULL-02250164-519,False,"",05
SULL-02250164-550,False,False,04
SULL-02250164-583,"",False,0
SULL-02250164-692,"","",01
SULL-02250164-694,False,"",04
SULL-02250164-695,False,"",03
SULL-02250164-696,False,"",04
SULL-02250164-697,"","",05
SULL-02250164-698,"","",05
SULL-02250164-699,"","",06
SULL-02250164-700,False,"",00
SULL-02250164-701,False,"",00
SULL-02250164-702,False,"",00
SULL-02250164-703,False,"",04
SULL-02250164-704,False,"",03
SULL-02250164-705,False,"",04
SULL-02250164-706,"","",05
SULL-02250164-707,False,False,04
SULL-02250164-709,"","",05
SULL-02250164-801,"","",07
SULL-02250164-802,"","",04
SULL-02250164-803,"","",04
SULL-02250164-804,"","",04
SULL-02250164-805,"","",05
SULL-02250164-806,"","",10
SULL-02250164-807,"","",06
SULL-02250164-808,"","",06
SULL-02250164-809,"","",06
SULL-02250164-810,"","",07
SULL-02250164-811,False,"",05
SULL-02250164-812,"","",01
SULL-02250164-813,"","",01
SULL-02250164-814,"","",01
SULL-02250164-815,"","",02
SULL-02250164-816,"","",05
SULL-02250164-817,"","",03
SULL-02250164-818,"","",03
SULL-02250164-819,"","",03
SULL-02250164-820,"","",04
SULL-02250164-834,"","",06
SULL-02250164-836,"","",04
SULL-02250164-837,"","",04
SULL-02250164-844,"","",04
SULL-02250164-847,"","",05
SULL-02250164-858,"","",04
SULL-02250164-859,"","",02
SULL-02250164-860,"","",02
SULL-02250164-861,"","",02
SULL-02250164-862,"","",03
SULL-02250164-863,False,"",09
SULL-02250164-864,False,"",05
SULL-02250164-865,False,"",05
SULL-02250164-866,False,"",06
SULL-02250164-867,False,"",06
SULL-02250164-881,False,"",04
SULL-02250165-031,False,"",00
SULL-02250165-336,False,"",02
SULL-02250165-538,"","",03
SULL-02250166-222,False,"",01
SULL-02250166-708,False,"",08
SULL-02250167-515,"",False,""
SULL-02250167-516,"",False,""
SULL-02250167-517,"",False,""
SULL-02250167-518,"",False,""
SULL-02250167-519,"",False,""
SULL-02250167-707,"",False,0
SULL-02250168-296,"",False,""
SULL-02250168-576,False,"",01
SULL-02250168-607,False,"",00
SULL-02250168-609,False,"",00
SULL-02250168-632,False,"",00
SULL-02250168-779,False,"",00
SULL-02250168-780,False,"",00
SULL-02250168-796,False,"",00
SULL-02250168-797,False,"",00
SULL-02250168-798,"","",00
SULL-02250168-800,False,"",01
SULL-02250168-851,False,"",04
SULL-02250169-046,False,"",00
SULL-02250169-048,False,"",00
SULL-02250169-049,False,"",00
SULL-02250169-050,False,"",00
SULL-02250169-051,False,"",00
SULL-02250169-052,False,"",00
SULL-02250169-053,False,"",01
SULL-02250169-054,False,"",00
SULL-02250169-056,False,"",01
SULL-02250169-689,False,"",02
SULL-02250169-690,False,"",03
SULL-02250169-691,False,"",02
SULL-02250169-692,False,"",02
SULL-02250170-201,"","",00
SULL-02250170-202,False,"",01
SULL-02250170-203,False,"",01
SULL-02250170-204,False,"",02
SULL-02250170-206,"","",01
SULL-02250170-207,"","",01
SULL-02250170-208,False,"",01
SULL-02250170-211,"","",02
SULL-02250170-229,False,"",02
SULL-02250170-233,False,"",02
SULL-02250170-622,False,"",00
SULL-02250171-180,False,"",00
SULL-02250171-181,False,"",00
SULL-02250171-183,False,"",00
SULL-02250171-617,False,"",02
SULL-02250172-479,"","",02
SULL-02250172-912,False,"",04
SULL-02250172-942,False,False,02
SULL-02250174-280,"","",06
SULL-02250174-294,False,"",08
SULL-02250174-300,False,"",02
SULL-02250174-823,False,"",07
SULL-02250174-824,"","",04
SULL-02250174-825,"","",06
SULL-02250174-826,"","",05
SULL-02250174-827,"","",05
SULL-02250174-828,"","",03
SULL-02250174-829,False,"",05
SULL-02250174-842,False,"",00
SULL-02250174-864,False,False,04
SULL-02250174-865,False,"",04
SULL-02250174-866,False,False,04
SULL-02250174-867,False,"",05
SULL-02250174-868,False,False,02
SULL-02250174-869,"","",02
SULL-02250174-870,False,False,02
SULL-02250174-871,"","",03
SULL-02250174-872,False,False,04
SULL-02250174-873,"","",04
SULL-02250174-874,False,False,04
SULL-02250174-875,"","",05
SULL-02250174-876,"",False,03
SULL-02250174-877,"","",03
SULL-02250174-878,False,False,03
SULL-02250174-879,"","",04
SULL-02250174-880,False,False,03
SULL-02250174-881,"","",03
SULL-02250174-882,"",False,0
SULL-02250174-883,"","",04
SULL-02250174-884,False,False,01
SULL-02250174-885,"","",01
SULL-02250174-887,False,False,01
SULL-02250174-888,"","",02
SULL-02250174-889,False,False,03
SULL-02250174-891,"","",03
SULL-02250174-892,"","",03
SULL-02250174-894,"","",04
SULL-02250174-931,"","",03
SULL-02250174-952,"","",01
SULL-02250174-953,False,False,01
SULL-02250174-954,"","",02
SULL-02250175-059,False,"",01
SULL-02250175-061,False,"",01
SULL-02250175-442,"","",01
SULL-02250175-447,"","",01
SULL-02250175-933,"",False,01
SULL-02250175-979,"","",05
SULL-02250175-980,False,False,03
SULL-02250175-981,"","",03
SULL-02250175-982,False,False,03
SULL-02250175-983,"","",04
SULL-02250176-348,False,"",00
SULL-02250176-349,False,"",02
SULL-02250176-350,False,"",05
SULL-02250176-351,False,"",00
SULL-02250176-353,False,"",03
SULL-02250176-594,False,"",01
SULL-02250176-595,False,"",01
SULL-02250176-596,False,"",01
SULL-02250176-597,False,"",02
SULL-02250176-598,False,"",01
SULL-02250176-599,False,"",02
SULL-02250176-611,False,"",01
SULL-02250176-612,False,"",01
SULL-02250176-613,False,"",01
SULL-02250176-625,False,"",04
SULL-02250176-692,False,"",00
SULL-02250177-278,False,"",00
SULL-02250180-111,"","",05
SULL-02250180-112,False,False,02
SULL-02250180-113,"","",02
SULL-02250180-114,"","",02
SULL-02250180-115,"","",02
SULL-02250180-130,False,"",01
SULL-02250180-240,False,"",01
SULL-02250180-559,False,"",00
SULL-02250182-496,"","",00
SULL-02250182-499,False,"",04
SULL-02250182-500,False,"",03
SULL-02250182-502,"","",02
SULL-02250182-503,"","",03
SULL-02250182-504,"","",02
SULL-02250182-505,False,"",00
SULL-02250182-507,False,"",00
SULL-02250182-508,False,"",00
SULL-02250182-509,False,"",00
SULL-02250182-511,False,"",00
SULL-02250182-512,False,"",00
SULL-02250182-513,"","",01
SULL-02250182-514,"","",01
SULL-02250182-515,"","",03
SULL-02250182-516,"","",03
SULL-02250182-517,"","",02
SULL-02250182-518,"","",02
SULL-02250182-519,"","",00
SULL-02250182-520,"","",00
SULL-02250182-521,"","",02
SULL-02250182-522,"","",02
SULL-02250182-523,"","",01
SULL-02250182-524,"","",02
SULL-02250182-525,"","",01
SULL-02250182-526,"","",01
SULL-02250182-527,False,"",03
SULL-02250182-528,False,"",02
SULL-02250184-034,False,"",01
SULL-02250184-035,False,"",01
SULL-02250184-036,False,"",01
SULL-02250184-037,False,"",01
SULL-02250184-038,False,"",01
SULL-02250184-040,False,"",00
SULL-02250185-971,False,"",00
SULL-02250186-641,False,"",00
SULL-02250186-777,False,"",00
SULL-02250187-601,False,False,0
SULL-02250187-624,"","",00
SULL-02250187-625,False,"",00
SULL-02250187-919,"","",00
SULL-02250190-667,False,"",08
SULL-02250190-668,False,"",08
SULL-02250190-669,False,False,08
SULL-02250191-667,False,"",00
SULL-02250191-706,False,"",00
SULL-02250191-798,False,"",01
SULL-02250191-799,False,"",01
SULL-02250191-800,False,"",01
SULL-02250191-801,False,"",02
SULL-02250191-802,False,"",01
SULL-02250191-803,False,"",01
SULL-02250191-804,False,"",02
SULL-02250191-805,False,"",01
SULL-02250191-806,False,"",01
SULL-02250191-807,False,"",00
SULL-02250191-808,False,False,00
SULL-02250191-809,False,"",00
SULL-02250191-810,False,"",00
SULL-02250191-811,False,"",00
SULL-02250191-812,False,"",00
SULL-02250191-813,False,"",01
SULL-02250191-814,False,"",01
SULL-02250191-815,False,"",01
SULL-02250191-816,False,"",01
SULL-02250191-817,False,"",01
SULL-02250191-818,False,"",01
SULL-02250192-720,False,"",01
SULL-02250192-744,False,"",00
SULL-02250194-605,False,"",02
SULL-02250194-733,False,"",00
SULL-02250196-612,False,"",02
SULL-02250196-656,False,"",02
SULL-02250196-657,False,"",02
SULL-02250196-730,False,"",01
SULL-02250196-731,False,"",01
SULL-02250196-732,False,"",01
SULL-02250196-733,False,"",01
SULL-02250196-734,False,"",01
SULL-02250196-736,False,"",02
SULL-02250196-737,False,"",02
SULL-02250196-738,False,"",02
SULL-02250196-739,False,"",02
SULL-02250196-740,False,"",02
SULL-02250196-742,False,"",03
SULL-02250196-743,False,"",03
SULL-02250196-744,False,"",03
SULL-02250196-745,False,"",03
SULL-02250196-746,False,"",03
SULL-02250196-786,False,"",01
SULL-02250196-787,False,"",01
SULL-02250196-788,False,"",01
SULL-02250196-789,False,"",01
SULL-02250196-790,False,"",01
SULL-02250196-791,False,"",01
SULL-02250196-933,False,"",00
SULL-02250196-934,False,"",00
SULL-02250197-399,False,"",00
SULL-02250197-400,False,"",00
SULL-02250198-109,False,"",00
SULL-02250198-110,False,"",00
SULL-02250198-111,False,"",00
SULL-02250199-215,False,"",02
SULL-02250199-222,False,False,00
SULL-02250199-223,False,"",01
SULL-02250199-224,False,"",00
SULL-02250199-225,False,"",00
SULL-02250199-226,False,"",00
SULL-02250199-637,False,"",02
SULL-02250199-638,"","",02
SULL-02250199-639,"","",00
SULL-02250199-640,"","",02
SULL-02250199-653,"","",02
SULL-02250199-653-1,"",False,""
SULL-02250199-653-2,"",False,""
SULL-02250199-653-3,"",False,02
SULL-02250199-653-5,"",False,""
SULL-02250199-653-7,"",False,""
SULL-02250199-653-8,"",False,""
SULL-02250199-653-9,"",False,02
SULL-02250200-129,False,"",00
SULL-02250200-130,False,"",00
SULL-02250200-131,False,"",00
SULL-02250200-132,False,"",00
SULL-02250200-133,False,"",00
SULL-02250200-148,False,"",00
SULL-02250200-167,False,"",03
SULL-02250200-168,False,"",02
SULL-02250200-941,False,"",02
SULL-02250201-295,"","",00
SULL-02250201-296,"","",01
SULL-02250202-018,False,"",00
SULL-02250202-019,False,"",00
SULL-02250202-020,False,"",00
SULL-02250202-021,False,"",00
SULL-02250202-022,False,"",00
SULL-02250203-731,False,"",00
SULL-02250206-551,False,"",02
SULL-02250206-552,False,"",02
SULL-02250208-986,False,"",01
SULL-02250208-987,False,"",01
SULL-02250209-158,False,"",02
SULL-02250210-427,False,"",00
SULL-02250210-428,"","",00
SULL-02250210-429,"","",00
SULL-02250210-430,"","",00
SULL-02250211-904,False,"",02
SULL-02250211-907,False,"",01
SULL-02250211-909,False,"",01
SULL-02250211-911,False,"",02
SULL-02250212-720,"","",00
SULL-02250212-721,False,"",00
SULL-02250212-722,False,"",00
SULL-02250212-723,False,"",00
SULL-02250212-724,False,"",00
SULL-02250212-725,False,"",00
SULL-02250212-726,False,"",00
SULL-02250213-012,False,"",00
SULL-02250213-015,False,"",00
SULL-02250214-042,False,"",06
SULL-02250214-194,False,"",05
SULL-02250214-431,"",False,03
SULL-02250214-432,False,"",03
SULL-02250214-433,False,"",03
SULL-02250214-434,False,"",03
SULL-02250214-436,False,False,02
SULL-02250214-437,False,"",02
SULL-02250214-438,False,"",02
SULL-02250214-439,False,"",02
SULL-02250214-440,"",False,03
SULL-02250214-442,False,"",03
SULL-02250214-443,False,"",02
SULL-02250214-514,False,"",10
SULL-02250214-660,"","",06
SULL-02250214-865,False,"",02
SULL-02250214-919,"",False,""
SULL-02250215-119,False,False,01
SULL-02250215-234,False,"",01
SULL-02250215-235,"","",02
SULL-02250216-903,False,"",03
SULL-02250216-905,False,"",04
SULL-02250216-906,False,"",04
SULL-02250216-908,False,"",05
SULL-02250216-909,False,"",05
SULL-02250217-128,False,"",02
SULL-02250217-129,False,"",02
SULL-02250217-167,False,"",03
SULL-02250217-170,False,"",03
SULL-02250217-172,False,"",03
SULL-02250217-173,False,"",03
SULL-02250217-179,False,"",04
SULL-02250217-180,False,"",04
SULL-02250217-181,False,"",04
SULL-02250217-182,False,"",04
SULL-02250217-185,False,False,04
SULL-02250217-186,False,"",04
SULL-02250217-187,False,"",04
SULL-02250217-188,False,"",04
SULL-02250217-189,False,"",05
SULL-02250217-190,False,"",05
SULL-02250217-191,False,"",05
SULL-02250217-192,False,"",05
SULL-02250217-193,False,"",04
SULL-02250217-194,False,"",04
SULL-02250217-195,False,"",04
SULL-02250217-196,False,"",04
SULL-02250217-215,False,"",02
SULL-02250217-216,False,"",02
SULL-02250217-217,False,"",02
SULL-02250217-218,False,"",02
SULL-02250217-258,False,"",00
SULL-02250217-260,False,"",01
SULL-02250217-261,False,"",01
SULL-02250217-262,False,"",01
SULL-02250217-263,False,"",01
SULL-02250217-284,False,"",14
SULL-02250217-375,False,"",01
SULL-02250217-377,False,False,01
SULL-02250217-378,False,"",01
SULL-02250217-379,False,"",01
SULL-02250217-380,False,"",01
SULL-02250217-525,False,"",05
SULL-02250217-526,False,"",06
SULL-02250217-566,False,"",04
SULL-02250217-567,False,"",04
SULL-02250217-568,False,"",04
SULL-02250217-569,False,"",04
SULL-02250217-670,False,"",01
SULL-02250217-677,False,"",01
SULL-02250217-678,False,"",01
SULL-02250217-685,"","",01
SULL-02250217-686,"","",01
SULL-02250217-691,"","",01
SULL-02250217-801,False,"",00
SULL-02250217-802,False,"",00
SULL-02250217-803,False,"",00
SULL-02250217-804,False,"",00
SULL-02250217-805,False,"",00
SULL-02250217-806,False,"",00
SULL-02250217-851,False,"",04
SULL-02250217-871,False,"",04
SULL-02250217-872,False,"",04
SULL-02250219-329,False,"",01
SULL-02250219-447,False,"",00
SULL-02250219-995,"","",01
SULL-02250220-098,"","",03
SULL-02250220-105,"","",01
SULL-02250220-107,"","",01
SULL-02250220-108,"","",02
SULL-02250220-109,False,"",02
SULL-02250220-990,False,"",03
SULL-02250221-041,False,"",02
SULL-02250221-042,False,"",02
SULL-02250221-043,False,"",02
SULL-02250221-044,False,"",02
SULL-02250221-400,"",False,""
SULL-02250221-650,False,"",02
SULL-02250222-466,False,"",04
SULL-02250222-467,False,"",04
SULL-02250222-469,False,"",04
SULL-02250222-598,False,"",05
SULL-02250222-747,False,"",04
SULL-02250222-796,False,"",02
SULL-02250222-941,False,False,04
SULL-02250222-942,False,"",04
SULL-02250222-943,False,"",02
SULL-02250222-944,False,"",02
SULL-02250223-021,False,"",01
SULL-02250223-022,False,"",01
SULL-02250223-023,False,"",01
SULL-02250223-170,"","",00
SULL-02250223-173,False,"",01
SULL-02250223-175,"","",01
SULL-02250223-179,False,"",01
SULL-02250223-181,False,"",01
SULL-02250223-637,False,"",01
SULL-02250223-681,False,False,02
SULL-02250223-743,False,"",07
SULL-02250223-745,False,"",03
SULL-02250223-746,False,"",05
SULL-02250223-748,False,"",05
SULL-02250223-752,False,"",04
SULL-02250223-806,False,"",03
SULL-02250223-813,False,"",05
SULL-02250224-487,False,"",04
SULL-02250224-599,"",False,0
SULL-02250225-451,False,"",04
SULL-02250225-610,False,"",03
SULL-02250225-677,"",False,03
SULL-02250225-678,"","",03
SULL-02250225-679,"","",03
SULL-02250225-680,"","",03
SULL-02250225-977,False,"",01
SULL-02250226-461,"","",06
SULL-02250226-575,"","",03
SULL-02250226-738,False,"",04
SULL-02250230-077,False,"",02
SULL-02250230-134,False,"",01
SULL-02250230-580,False,"",01
SULL-02250231-006,False,"",00
SULL-02250231-076,False,"",01
SULL-02250231-239,False,False,02
SULL-02250231-241,False,False,00
SULL-02250231-346,False,"",00
SULL-02250231-368,False,"",00
SULL-02250231-376,False,"",00
SULL-02250231-483,False,"",01
SULL-02250231-940,False,"",02
SULL-02250231-966,"",False,0
SULL-02250232-035,False,False,01
SULL-02250232-305,False,"",05
SULL-02250232-508,False,"",02
SULL-02250232-509,False,"",02
SULL-02250232-765,False,"",01
SULL-02250232-767,False,"",01
SULL-02250232-768,False,"",01
SULL-02250232-814,False,"",05
SULL-02250233-379,False,"",03
SULL-02250233-380,False,"",03
SULL-02250233-381,False,"",03
SULL-02250233-382,False,"",03
SULL-02250234-047,False,"",05
SULL-02250234-387,"",False,""
SULL-02250234-406,"",False,""
SULL-02250234-407,"",False,""
SULL-02250234-424,"","",00
SULL-02250234-426,"","",00
SULL-02250234-427,"","",00
SULL-02250235-260,"","",00
SULL-02250235-262,"","",00
SULL-02250237-439,False,"",06
SULL-02250237-682,False,"",01
SULL-02250237-746,False,"",00
SULL-02250237-748,False,"",00
SULL-02250237-749,False,"",00
SULL-02250237-750,False,"",00
SULL-02250237-757,False,"",00
SULL-02250237-772,False,"",00
SULL-02250237-776,False,"",00
SULL-02250237-778,False,"",00
SULL-02250237-780,False,"",00
SULL-02250237-784,False,"",00
SULL-02250237-786,False,"",00
SULL-02250239-526,False,"",00
SULL-02250239-527,False,"",00
SULL-02250239-528,False,"",00
SULL-02250240-934,False,"",00
SULL-02250240-937,False,"",00
SULL-02250240-938,"",False,0
SULL-02250240-939,False,"",00
SULL-02250240-942,False,"",00
SULL-02250240-943,"",False,0
SULL-02250240-944,False,"",00
SULL-02250240-946,False,"",00
SULL-02250240-947,False,"",01
SULL-02250240-948,False,"",00
SULL-02250241-108,False,"",01
SULL-02250243-595,False,"",00
SULL-02250243-596,False,"",00
SULL-02250243-597,False,"",00
SULL-02250244-601,False,"",00
SULL-02250244-602,"","",00
SULL-02250244-603,False,"",00
SULL-02250245-407,False,"",00
SULL-02250245-408,False,"",00
SULL-02250246-664,False,"",01
SULL-02250247-454,False,"",00
SULL-02250248-486,False,"",00
SULL-02250249-199,"",False,0
SULL-02250249-205,False,False,0
SULL-02250249-208,"",False,0
SULL-02250249-318,"",False,0
SULL-02250249-364,False,"",00
SULL-02250249-384,"",False,0
SULL-02250249-400,"",False,0
SULL-02250249-411,"",False,0
SULL-02250249-457,False,"",01
SULL-02250249-578,"","",01
SULL-02250249-624,"","",01
SULL-02250249-715,False,"",01
SULL-02250249-746,"",False,0
SULL-02250249-807,"","",00
SULL-02250250-444,"","",00
SULL-02250250-639,False,"",00
SULL-02250250-640,False,"",00
SULL-02250250-642,False,"",00
SULL-02250250-643,False,"",00
SULL-02250250-644,False,"",00
SULL-02250250-646,False,"",00
SULL-02250250-648,False,"",00
SULL-02250250-690,"","",00
SULL-02250250-691,False,"",00
SULL-02250250-692,"","",00
SULL-02250250-693,"","",01
SULL-02250250-694,"","",00
SULL-02250250-695,"","",00
SULL-02250250-696,"","",00
SULL-02250250-698,False,"",00
SULL-02250250-702,"","",00
SULL-02250250-703,False,"",00
SULL-02250250-704,"","",00
SULL-02250250-705,"","",01
SULL-02250250-706,"","",00
SULL-02250250-708,"","",00
SULL-02250250-709,"","",00
SULL-02250250-710,False,"",00
SULL-02250250-712,"","",00
SULL-02250250-713,False,"",00
SULL-02250250-714,"","",00
SULL-02250250-715,"","",01
SULL-02250250-716,"","",00
SULL-02250250-717,"","",00
SULL-02250250-718,"","",00
SULL-02250250-719,False,"",00
SULL-02250250-721,"","",00
SULL-02250250-722,False,"",00
SULL-02250250-723,"","",00
SULL-02250250-724,"","",01
SULL-02250250-725,"","",00
SULL-02250250-726,"","",00
SULL-02250250-727,"","",00
SULL-02250250-729,False,"",00
SULL-02250250-731,"","",00
SULL-02250250-732,False,"",00
SULL-02250250-733,"","",00
SULL-02250250-736,"","",01
SULL-02250250-737,"","",00
SULL-02250250-738,"","",00
SULL-02250250-739,"","",00
SULL-02250250-740,False,"",00
SULL-02250251-507,"",False,0
SULL-02250251-508,"",False,0
SULL-02250251-602,"",False,0
SULL-02250251-983,False,False,0
SULL-02250251-989,"",False,0
SULL-02250252-587,False,False,0
SULL-02250252-591,False,False,0
SULL-02250252-606,"",False,0
SULL-02250252-616,"",False,0
SULL-02250252-637,"",False,0
SULL-02250254-752,False,False,0
SULL-02250255-507,False,False,0
SULL-02250255-509,False,False,0
SULL-02250261-787,"",False,0
SULL-027055,False,"",05
SULL-027056,False,"",05
SULL-1-02250170-208,"","",""
SULL-222607,False,"",05
SULL-2250232-767,"",False,0
SULL-250008-247,False,"",03
SULL-250015-325,False,"",08
SULL-250025-915,False,"",11
SULL-250031-749,False,"",02
SULL-250034-316,False,"",03
SULL-250039-368,False,"",02
SULL-250039-904,False,"",04
SULL-GR-02250164-880,"",False,01
SULL-I-02250113-686,"",False,04
SULL-I-02250154-667,False,False,06
SULL-I-02250155-824,False,False,06
SULL-I-02250155-825,False,False,05
SULL-I-02250160-373,"",False,""
SULL-I-02250160-374,False,False,05
SULL-I-02250160-375,"",False,04
SULL-I-02250160-378,"",False,04
SULL-I-02250160-379,"",False,10
SULL--I-02250160-566,"","",02
SULL-I-02250160-566,"",False,02
SULL-I-02250164-026,"",False,04
SULL-I-02250170-201,False,False,00
SULL-I-02250170-202,"",False,01
SULL-I-02250170-203,False,False,01
SULL-I-02250170-205,False,False,01
SULL-I-02250170-206,"",False,01
SULL-I-02250170-207,"",False,01
SULL-I-02250170-208,False,False,01
SULL-I-02250170-211,False,False,02
SULL-I-02250174-280,"",False,06
SULL-I-02250208-165,"",False,""
SULL-I-02250208-986,"",False,01
SULL-I-02250214-919,False,False,01
SULL-I-02250221-400,"",False,00
SULL-I-02250221-401,"",False,00
SULL-I-02250223-752,"",False,04
SULL-I-02250231-483,"",False,01
TEST,False,"",0
